Gage No., Filename, Time, Stage(ft), Flow(cfs), Depth(ft), Width(ft), Midpt-Flow(cfs), Precip(ft/dy), ET(ft/dy), SFR-Runoff(cfs), UZF-Runoff(cfs), Conductance(ft/dy), HeadDiff(ft), HydGrad(ft)
2, H1.gg1, 23-May-2011,52.950966,84.547852,0.94309,86.915031,84.566582,0,0,0.00233,0,17310.83398,0.060552,0.605516
2, H1.gg1, 24-May-2011,52.8522,66.422783,0.844326,86.089607,66.440758,0,0,0.002084,0,17146.43359,0.058404,0.584044
2, H1.gg1, 25-May-2011,52.865005,68.853424,0.857127,86.201424,68.873405,0,0,0.001873,0,17168.70508,0.064165,0.641651
2, H1.gg1, 26-May-2011,52.778133,68.4366,0.770261,85.410515,68.459366,0,0,0.001697,0,17011.17969,0.073105,0.731053
2, H1.gg1, 27-May-2011,53.011986,98.67897,1.004111,87.38636,98.701073,0,0,0.001539,0,17404.70898,0.069218,0.692184
2, H1.gg1, 28-May-2011,53.011761,96.940804,1.003884,87.384659,96.963829,0,0,0.001401,0,17404.37109,0.071817,0.718173
2, H1.gg1, 29-May-2011,53.038254,102.937126,1.030381,87.581253,102.960106,0,0,0.001284,0,17443.52539,0.071351,0.713511
2, H1.gg1, 30-May-2011,53.046101,105.600723,1.038224,87.638565,105.612267,0,0,0.003289,0,17454.93945,0.039795,0.397951
2, H1.gg1, 31-May-2011,53.034195,101.017197,1.026316,87.551399,101.037521,0,0,0.001524,0,17437.58008,0.063707,0.637072
2, H1.gg1, 01-Jun-2011,52.962673,86.470215,0.9548,87.007607,86.494865,0,0,0.001376,0,17329.27148,0.077015,0.77015
2, H1.gg1, 02-Jun-2011,52.930477,80.156845,0.922599,86.750504,80.181587,0,0,0.001269,0,17278.06445,0.077375,0.773746
2, H1.gg1, 03-Jun-2011,52.901493,74.707176,0.893615,86.511971,74.729752,0,0,0.001175,0,17230.55664,0.070811,0.708106
2, H1.gg1, 04-Jun-2011,52.877907,70.470596,0.870028,86.312576,70.493179,0,0,0.001092,0,17190.84375,0.070882,0.708819
2, H1.gg1, 05-Jun-2011,52.855774,66.659103,0.847898,86.120964,66.690338,0,0,0.001018,0,17152.67773,0.097488,0.974878
2, H1.gg1, 06-Jun-2011,52.831543,62.565041,0.823667,85.905846,62.594967,0,0,0.000948,0,17109.83398,0.093585,0.935849
2, H1.gg1, 07-Jun-2011,52.897217,76.295921,0.889344,86.476227,76.284668,0,0,0.051995,0,17223.4375,0.045109,0.451086
2, H1.gg1, 08-Jun-2011,52.905815,76.041565,0.89794,86.548004,76.046677,0,0,0.009227,0,17237.73438,0.029706,0.297062
2, H1.gg1, 09-Jun-2011,52.863907,67.541969,0.85603,86.191902,67.547707,0,0,0.007473,0,17166.80859,0.029074,0.290739
2, H1.gg1, 10-Jun-2011,53.251415,157.95256,1.243541,89.570496,157.960297,0,0,0.006192,0,17839.7207,0.031964,0.319642
2, H1.gg1, 11-Jun-2011,52.87854,70.938843,0.87066,86.317986,70.946213,0,0,0.005223,0,17191.91992,0.030584,0.305838
2, H1.gg1, 12-Jun-2011,52.981277,90.920013,0.973403,87.15255,90.92762,0,0,0.004465,0,17358.13867,0.029866,0.298656
2, H1.gg1, 13-Jun-2011,53.224354,151.00267,1.216477,89.283569,151.011444,0,0,0.003868,0,17782.57422,0.031744,0.317436
2, H1.gg1, 14-Jun-2011,53.177895,140.747299,1.17002,88.778061,140.758286,0,0,0.003373,0,17681.89258,0.03774,0.377396
2, H1.gg1, 15-Jun-2011,53.103321,112.56797,1.095445,88.045074,112.587349,0,0,0.00296,0,17535.9043,0.062617,0.626168
2, H1.gg1, 16-Jun-2011,52.978394,89.436226,0.970514,87.130211,89.4599,0,0,0.002604,0,17353.69141,0.075823,0.758233
2, H1.gg1, 17-Jun-2011,52.946274,83.141609,0.938397,86.877647,83.166824,0,0,0.0023,0,17303.38867,0.080251,0.802511
2, H1.gg1, 18-Jun-2011,52.909065,76.091728,0.901188,86.574966,76.113342,0,0,0.002041,0,17243.10352,0.069162,0.69162
2, H1.gg1, 19-Jun-2011,52.859592,67.089699,0.851715,86.154343,67.115471,0,0,0.001832,0,17159.32617,0.081906,0.819062
2, H1.gg1, 20-Jun-2011,52.817062,59.983135,0.809188,85.774521,60.016727,0,0,0.001642,0,17083.67773,0.106098,1.060975
2, H1.gg1, 21-Jun-2011,52.766064,52.077808,0.758187,85.294189,52.124584,0,0,0.001485,0,16988.01172,0.14733,1.473295
2, H1.gg1, 22-Jun-2011,52.73172,47.109138,0.723843,84.953812,47.155369,0,0,0.00134,0,16920.21875,0.146005,1.460045
2, H1.gg1, 23-Jun-2011,52.695641,41.985928,0.687762,84.579941,42.031071,0,0,0.001214,0,16845.75391,0.143043,1.430432
2, H1.gg1, 24-Jun-2011,52.67046,38.736156,0.662579,84.30822,38.777786,0,0,0.001106,0,16791.63477,0.132316,1.323163
2, H1.gg1, 25-Jun-2011,52.650986,36.388493,0.643109,84.091591,36.421463,0,0,0.001027,0,16748.49023,0.105314,1.053136
2, H1.gg1, 26-Jun-2011,52.632942,34.176086,0.625066,83.885429,34.209961,0,0,0.000957,0,16707.42773,0.108317,1.083167
2, H1.gg1, 27-Jun-2011,52.614388,31.902775,0.606514,83.667686,31.941536,0,0,0.000895,0,16664.0625,0.123938,1.239377
2, H1.gg1, 28-Jun-2011,52.599369,30.251339,0.591491,83.486877,30.291994,0,0,0.000839,0,16628.04883,0.130111,1.301111
2, H1.gg1, 29-Jun-2011,52.58094,28.122471,0.573066,83.259285,28.165079,0,0,0.000788,0,16582.7207,0.136589,1.36589
2, H1.gg1, 30-Jun-2011,52.569416,26.992279,0.56154,83.113487,27.014715,0,0,0.001687,0,16553.68164,0.074087,0.740866
2, H1.gg1, 01-Jul-2011,52.558865,24.760136,0.550985,81.582153,24.804276,0,0,0.000881,0,16248.68652,0.144523,1.445232
2, H1.gg1, 02-Jul-2011,52.537193,20.431108,0.52932,77.938179,20.490076,0,0,0.000826,0,15522.91797,0.201491,2.014908
2, H1.gg1, 03-Jul-2011,52.518913,17.379452,0.511039,74.879311,17.438536,0,0,0.000775,0,14913.68457,0.21005,2.100496
2, H1.gg1, 04-Jul-2011,52.508602,15.625817,0.500728,73.160782,15.693044,0,0,0.000729,0,14571.40527,0.244333,2.443327
2, H1.gg1, 05-Jul-2011,52.508976,15.822528,0.501099,73.222481,15.884534,0,0,0.000687,0,14583.69434,0.225194,2.251939
2, H1.gg1, 06-Jul-2011,52.486561,12.523874,0.478683,69.503067,12.581137,0,0,0.000649,0,13842.89844,0.219123,2.191232
2, H1.gg1, 07-Jul-2011,52.477825,11.706399,0.469946,68.059792,11.773265,0,0,0.000614,0,13555.44238,0.261023,2.610234
2, H1.gg1, 08-Jul-2011,52.46769,10.50379,0.459813,66.390694,10.568523,0,0,0.000582,0,13223.00879,0.259026,2.590256
2, H1.gg1, 09-Jul-2011,52.455139,9.244355,0.447262,64.330345,9.299648,0,0,0.000553,0,12812.65137,0.228452,2.284522
2, H1.gg1, 10-Jul-2011,52.451927,9.05338,0.444051,63.804482,9.106857,0,0,0.000526,0,12707.91406,0.222748,2.227475
2, H1.gg1, 11-Jul-2011,52.454975,9.196217,0.447101,64.303955,9.24636,0,0,0.000502,0,12807.39453,0.207261,2.072606
2, H1.gg1, 12-Jul-2011,52.447437,8.486733,0.439559,63.069756,8.537023,0,0,0.00048,0,12561.58008,0.211884,2.118838
2, H1.gg1, 13-Jul-2011,52.443703,8.151717,0.435828,62.460243,8.202161,0,0,0.000459,0,12440.18262,0.214562,2.145618
2, H1.gg1, 14-Jul-2011,52.437489,7.627057,0.429609,61.445976,7.678016,0,0,0.00044,0,12238.17285,0.22028,2.202799
2, H1.gg1, 15-Jul-2011,52.435596,7.450337,0.42772,61.138237,7.495455,0,0,0.000422,0,12176.87891,0.196084,1.960837
2, H1.gg1, 16-Jul-2011,52.432335,7.193115,0.424462,60.608059,7.239816,0,0,0.000406,0,12071.28418,0.204666,2.046658
2, H1.gg1, 17-Jul-2011,52.425499,6.60276,0.417624,59.497147,6.662258,0,0,0.00039,0,11850.02441,0.265339,2.65339
2, H1.gg1, 18-Jul-2011,52.414494,5.811259,0.406616,57.713982,5.871661,0,0,0.000375,0,11494.87109,0.277642,2.776421
2, H1.gg1, 19-Jul-2011,52.39991,4.864063,0.392033,55.36208,4.92656,0,0,0.000361,0,11026.44434,0.299414,2.994136
2, H1.gg1, 20-Jul-2011,52.383011,3.920748,0.375134,52.651791,3.990496,0,0,0.000348,0,10486.6377,0.351213,3.512135
2, H1.gg1, 21-Jul-2011,52.372818,3.457821,0.364942,51.025387,3.540514,0,0,0.000335,0,10162.70703,0.429469,4.294693
2, H1.gg1, 22-Jul-2011,52.345711,2.328101,0.337835,46.730873,2.411986,0,0,0.000323,0,9307.370117,0.475651,4.756507
2, H1.gg1, 23-Jul-2011,52.289913,0.890173,0.282037,38.045094,0.977787,0,0,0.000312,0,7577.426758,0.610123,6.101227
2, H1.gg1, 24-Jul-2011,52.272484,0.73215,0.264607,35.378384,0.811285,0,0,0.000302,0,7046.299316,0.592692,5.926919
2, H1.gg1, 25-Jul-2011,52.266041,0.617317,0.258165,34.398964,0.693424,0,0,0.000292,0,6851.229492,0.58625,5.862502
2, H1.gg1, 26-Jul-2011,52.263443,0.583729,0.255567,34.004936,0.658632,0,0,0.000283,0,6772.750488,0.583652,5.836524
2, H1.gg1, 27-Jul-2011,52.260323,0.548366,0.252446,33.532318,0.621835,0,0,0.000274,0,6678.618164,0.580532,5.805315
2, H1.gg1, 28-Jul-2011,52.256203,0.496501,0.248323,32.909176,0.568094,0,0,0.000266,0,6554.507812,0.576409,5.764085
2, H1.gg1, 29-Jul-2011,52.237732,0.318986,0.229854,30.135687,0.382433,0,0,0.000258,0,6002.11377,0.557939,5.57939
2, H1.gg1, 30-Jul-2011,52.224854,0.239277,0.216975,28.21994,0.297312,0,0,0.000251,0,5620.554688,0.545061,5.450606
2, H1.gg1, 31-Jul-2011,52.196968,0.107886,0.189097,24.127935,0.154948,0,0,0.000244,0,4805.551758,0.517182,5.171821
2, H1.gg1, 01-Aug-2011,52.173134,0.047072,0.165256,20.694225,0.085556,0,0,0.000237,0,4121.661133,0.493341,4.933409
2, H1.gg1, 02-Aug-2011,52.165375,0.029403,0.157498,19.591274,0.065258,0,0,0.000231,0,3901.986572,0.485583,4.855832
2, H1.gg1, 03-Aug-2011,52.164963,0.036255,0.157087,19.533108,0.071977,0,0,0.000225,0,3890.401855,0.485173,4.851727
2, H1.gg1, 04-Aug-2011,52.190941,0.092054,0.183063,23.252851,0.136886,0,0,0.000219,0,4631.26123,0.511148,5.111479
2, H1.gg1, 05-Aug-2011,52.193424,0.101616,0.185548,23.612793,0.147368,0,0,0.000214,0,4702.950684,0.513633,5.136332
2, H1.gg1, 06-Aug-2011,52.189411,0.083571,0.181529,23.031012,0.127846,0,0,0.000209,0,4587.077637,0.509614,5.096139
2, H1.gg1, 07-Aug-2011,52.166092,0.0378,0.158217,19.693247,0.07391,0,0,0.000204,0,3922.296631,0.486303,4.863027
2, H1.gg1, 08-Aug-2011,52.167812,0.033752,0.159935,19.936901,0.070442,0,0,0.000199,0,3970.825195,0.48802,4.880198
2, H1.gg1, 09-Aug-2011,52.008801,0,0,0.092444,0,0,0,0.000195,0,18.411989,0.32901,3.290097
2, H1.gg1, 10-Aug-2011,52.008797,0,0,0.092019,0,0,0,0.000191,0,18.327377,0.329005,3.290055
2, H1.gg1, 11-Aug-2011,52.008793,0,0,0.091614,0,0,0,0.000187,0,18.246695,0.329001,3.290014
2, H1.gg1, 12-Aug-2011,52.008789,0,0,0.091215,0,0,0,0.000183,0,18.167223,0.328997,3.289974
2, H1.gg1, 13-Aug-2011,52.008785,0,0,0.090822,0,0,0,0.000179,0,18.088905,0.328993,3.289935
2, H1.gg1, 14-Aug-2011,52.008781,0,0,0.090451,0,0,0,0.000176,0,18.015106,0.32899,3.289898
2, H1.gg1, 15-Aug-2011,52.008778,0,0,0.090098,0,0,0,0.000173,0,17.944765,0.328986,3.289862
2, H1.gg1, 16-Aug-2011,52.008774,0,0,0.089711,0,0,0,0.000169,0,17.867607,0.328982,3.289823
2, H1.gg1, 17-Aug-2011,52.00877,0,0,0.089314,0,0,0,0.000166,0,17.788603,0.328978,3.289784
2, H1.gg1, 18-Aug-2011,52.008766,0,0,0.088949,0,0,0,0.000163,0,17.716003,0.328975,3.289747
2, H1.gg1, 19-Aug-2011,52.008762,0,0,0.088586,0,0,0,0.000159,0,17.643589,0.328971,3.289711
2, H1.gg1, 20-Aug-2011,52.008759,0,0,0.088244,0,0,0,0.000157,0,17.575598,0.328968,3.289677
2, H1.gg1, 21-Aug-2011,52.008755,0,0,0.087907,0,0,0,0.000154,0,17.508444,0.328964,3.289643
2, H1.gg1, 22-Aug-2011,52.008751,0,0,0.087571,0,0,0,0.000151,0,17.441446,0.328961,3.289609
2, H1.gg1, 23-Aug-2011,52.008751,0,0,0.087236,0,0,0,0.000148,0,17.37479,0.328958,3.289576
2, H1.gg1, 24-Aug-2011,52.008457,0.000002,0.000579,0.057931,0.000001,0,0,0.000146,0,11.538155,0.328665,3.286646
2, H1.gg1, 25-Aug-2011,52.008163,0.000071,0.000288,0.028845,0.000036,0,0,0.000143,0,5.745005,0.328374,3.283737
2, H1.gg1, 26-Aug-2011,52.008163,0.000069,0.000287,0.02873,0.000034,0,0,0.00014,0,5.722217,0.328373,3.283726
2, H1.gg1, 27-Aug-2011,52.00816,0.000067,0.000286,0.028621,0.000033,0,0,0.000138,0,5.700403,0.328371,3.283715
2, H1.gg1, 28-Aug-2011,52.00816,0.000065,0.000285,0.028522,0.000032,0,0,0.000135,0,5.680739,0.32837,3.283705
2, H1.gg1, 29-Aug-2011,52.00816,0.000063,0.000284,0.028424,0.000031,0,0,0.000133,0,5.661121,0.328369,3.283695
2, H1.gg1, 30-Aug-2011,52.00816,0.000061,0.000283,0.028329,0.00003,0,0,0.000131,0,5.642182,0.328369,3.283685
2, H1.gg1, 31-Aug-2011,52.00816,0.000059,0.000282,0.028237,0.000029,0,0,0.000129,0,5.623875,0.328368,3.283676
2, H1.gg1, 01-Sep-2011,52.00816,0.000057,0.000281,0.02815,0.000029,0,0,0.000127,0,5.606546,0.328367,3.283667
2, H1.gg1, 02-Sep-2011,52.00816,0.000056,0.000281,0.028064,0.000028,0,0,0.000125,0,5.589422,0.328366,3.283659
2, H1.gg1, 03-Sep-2011,52.008156,0.000054,0.00028,0.027978,0.000027,0,0,0.000124,0,5.572316,0.328365,3.28365
2, H1.gg1, 04-Sep-2011,52.008156,0.000053,0.000279,0.027893,0.000026,0,0,0.000122,0,5.555393,0.328364,3.283642
2, H1.gg1, 05-Sep-2011,52.008156,0.000051,0.000278,0.027811,0.000026,0,0,0.00012,0,5.539104,0.328363,3.283634
2, H1.gg1, 06-Sep-2011,52.008156,0.00005,0.000277,0.027733,0.000025,0,0,0.000119,0,5.523559,0.328363,3.283626
2, H1.gg1, 07-Sep-2011,52.008152,0.000048,0.000277,0.027653,0.000024,0,0,0.000117,0,5.507727,0.328362,3.283618
2, H1.gg1, 08-Sep-2011,52.008152,0.000047,0.000276,0.027567,0.000023,0,0,0.000115,0,5.490519,0.328361,3.283609
2, H1.gg1, 09-Sep-2011,52.008152,0.000045,0.000275,0.027481,0.000023,0,0,0.000114,0,5.473418,0.32836,3.2836
2, H1.gg1, 10-Sep-2011,52.008152,0.000044,0.000274,0.027404,0.000022,0,0,0.000112,0,5.458092,0.328359,3.283593
2, H1.gg1, 11-Sep-2011,52.008148,0.000043,0.000273,0.027337,0.000021,0,0,0.000111,0,5.444653,0.328359,3.283586
2, H1.gg1, 12-Sep-2011,52.008148,0.000042,0.000273,0.027267,0.000021,0,0,0.000109,0,5.430782,0.328358,3.283579
2, H1.gg1, 13-Sep-2011,52.008148,0.000041,0.000272,0.027198,0.00002,0,0,0.000108,0,5.417005,0.328357,3.283572
2, H1.gg1, 14-Sep-2011,52.008148,0.00004,0.000271,0.027132,0.00002,0,0,0.000107,0,5.403844,0.328357,3.283566
2, H1.gg1, 15-Sep-2011,52.008148,0.000039,0.000271,0.027068,0.000019,0,0,0.000106,0,5.391148,0.328356,3.283559
2, H1.gg1, 16-Sep-2011,52.008144,0.000038,0.00027,0.027009,0.000019,0,0,0.000105,0,5.37932,0.328355,3.283554
2, H1.gg1, 17-Sep-2011,52.008144,0.000037,0.00027,0.026951,0.000018,0,0,0.000104,0,5.367729,0.328355,3.283548
2, H1.gg1, 18-Sep-2011,52.008144,0.000036,0.000269,0.026894,0.000018,0,0,0.000103,0,5.356402,0.328354,3.283542
2, H1.gg1, 19-Sep-2011,52.008144,0.000035,0.000268,0.026838,0.000017,0,0,0.000102,0,5.345298,0.328354,3.283536
2, H1.gg1, 20-Sep-2011,52.008144,0.000034,0.000268,0.026778,0.000017,0,0,0.000101,0,5.333451,0.328353,3.28353
2, H1.gg1, 21-Sep-2011,52.008141,0.000033,0.000267,0.026718,0.000017,0,0,0.000099,0,5.321365,0.328352,3.283524
2, H1.gg1, 22-Sep-2011,52.008141,0.000032,0.000267,0.026659,0.000016,0,0,0.000098,0,5.309623,0.328352,3.283518
2, H1.gg1, 23-Sep-2011,52.008141,0.000031,0.000266,0.026603,0.000016,0,0,0.000097,0,5.29849,0.328351,3.283513
2, H1.gg1, 24-Sep-2011,52.008141,0.000031,0.000266,0.026552,0.000015,0,0,0.000097,0,5.288387,0.328351,3.283508
2, H1.gg1, 25-Sep-2011,52.008141,0.00003,0.000265,0.026499,0.000015,0,0,0.000096,0,5.277854,0.32835,3.283502
2, H1.gg1, 26-Sep-2011,52.008141,0.000029,0.000265,0.026451,0.000015,0,0,0.000095,0,5.26828,0.32835,3.283498
2, H1.gg1, 27-Sep-2011,52.008141,0.000028,0.000264,0.026402,0.000014,0,0,0.000094,0,5.258527,0.328349,3.283493
2, H1.gg1, 28-Sep-2011,52.008141,0.000028,0.000264,0.026355,0.000014,0,0,0.000093,0,5.249092,0.328349,3.283488
2, H1.gg1, 29-Sep-2011,52.008141,0.000027,0.000263,0.026307,0.000014,0,0,0.000092,0,5.239563,0.328348,3.283483
2, H1.gg1, 30-Sep-2011,52.008141,0.000026,0.000263,0.026257,0.000013,0,0,0.000092,0,5.229567,0.328348,3.283478
2, H1.gg1, 01-Oct-2011,52.008141,0.000026,0.000262,0.026211,0.000013,0,0,0.000091,0,5.220453,0.328347,3.283474
2, H1.gg1, 02-Oct-2011,52.008141,0.000025,0.000262,0.026168,0.000013,0,0,0.00009,0,5.211864,0.328347,3.283469
2, H1.gg1, 03-Oct-2011,52.008137,0.000025,0.000261,0.026126,0.000012,0,0,0.000089,0,5.203478,0.328347,3.283465
2, H1.gg1, 04-Oct-2011,52.008137,0.000024,0.000261,0.026085,0.000012,0,0,0.000089,0,5.195352,0.328346,3.283461
2, H1.gg1, 05-Oct-2011,52.176361,0.055392,0.168485,21.155481,0.092593,0,0,0.005043,0,4213.529297,0.49657,4.9657
2, H1.gg1, 06-Oct-2011,52.412811,5.857401,0.404932,57.441746,6.008128,0,0,0.016966,0,11440.65137,0.733017,7.330171
2, H1.gg1, 07-Oct-2011,52.423275,6.554285,0.4154,59.136276,6.713522,0,0,0.014021,0,11778.15039,0.743485,7.434848
2, H1.gg1, 08-Oct-2011,52.429192,6.929646,0.421316,60.096645,7.093768,0,0,0.012338,0,11969.42578,0.749401,7.494012
2, H1.gg1, 09-Oct-2011,52.599663,30.524252,0.591788,83.490486,30.717142,0,0,0.006241,0,16628.76758,0.620892,6.208922
2, H1.gg1, 10-Oct-2011,52.816025,59.697002,0.808149,85.765015,59.869907,0,0,0.005177,0,17081.78711,0.541154,5.411537
2, H1.gg1, 11-Oct-2011,52.750237,49.028107,0.742359,85.139114,49.18597,0,0,0.004362,0,16957.125,0.497131,4.971307
2, H1.gg1, 12-Oct-2011,52.694305,41.43227,0.686432,84.565819,41.570686,0,0,0.004897,0,16842.94141,0.440543,4.405428
2, H1.gg1, 13-Oct-2011,52.674019,39.149948,0.666144,84.347252,39.279881,0,0,0.004652,0,16799.41016,0.4147,4.147
2, H1.gg1, 14-Oct-2011,52.652454,36.414253,0.64458,84.10817,36.513275,0,0,0.003292,0,16751.79297,0.316538,3.165384
2, H1.gg1, 15-Oct-2011,52.642868,35.140232,0.634991,83.999489,35.230072,0,0,0.002852,0,16730.14648,0.287355,2.873547
2, H1.gg1, 16-Oct-2011,52.611115,31.314011,0.603239,83.628624,31.402983,0,0,0.002488,0,16656.28125,0.285298,2.852983
2, H1.gg1, 17-Oct-2011,52.585617,28.235403,0.577737,83.317604,28.320238,0,0,0.002186,0,16594.33398,0.272748,2.727477
2, H1.gg1, 18-Oct-2011,52.562969,25.592691,0.555092,82.275307,25.683184,0,0,0.001938,0,16386.74219,0.293991,2.939907
2, H1.gg1, 19-Oct-2011,52.561493,25.427746,0.553618,82.026421,25.519077,0,0,0.001722,0,16337.17188,0.297241,2.972411
2, H1.gg1, 20-Oct-2011,52.553909,23.523523,0.546034,80.747612,23.612942,0,0,0.001539,0,16082.4707,0.295389,2.953892
2, H1.gg1, 21-Oct-2011,52.543476,21.521814,0.535602,78.992676,21.603941,0,0,0.001383,0,15732.94141,0.27727,2.772703
2, H1.gg1, 22-Oct-2011,52.526295,18.40526,0.518416,76.111923,18.495779,0,0,0.00125,0,15159.18359,0.316703,3.167032
2, H1.gg1, 23-Oct-2011,52.508965,15.685049,0.50109,73.221024,15.787082,0,0,0.001132,0,14583.40234,0.370575,3.705749
2, H1.gg1, 24-Oct-2011,52.497101,13.915939,0.489221,71.248711,14.024349,0,0,0.001031,0,14190.58008,0.404318,4.043179
2, H1.gg1, 25-Oct-2011,52.482407,12.008282,0.474531,68.816772,12.112569,0,0,0.000941,0,13706.21094,0.402585,4.025853
2, H1.gg1, 26-Oct-2011,52.472221,10.916501,0.464343,67.136192,11.006643,0,0,0.000861,0,13371.48926,0.356793,3.567932
2, H1.gg1, 27-Oct-2011,52.465458,10.107619,0.457584,66.024086,10.193104,0,0,0.000792,0,13149.99316,0.344003,3.440031
2, H1.gg1, 28-Oct-2011,52.454376,9.040533,0.4465,64.205444,9.126038,0,0,0.000731,0,12787.77441,0.353706,3.537064
2, H1.gg1, 29-Oct-2011,52.437805,7.587199,0.42993,61.498322,7.678666,0,0,0.000679,0,12248.59766,0.394806,3.948062
2, H1.gg1, 30-Oct-2011,52.427498,6.690058,0.419622,59.821564,6.784884,0,0,0.000632,0,11914.6377,0.420621,4.206214
2, H1.gg1, 31-Oct-2011,52.407375,5.278185,0.399499,56.564724,5.376932,0,0,0.000589,0,11265.97461,0.463066,4.630662
2, H1.gg1, 01-Nov-2011,52.387062,4.127664,0.379184,53.299927,4.226619,0,0,0.000551,0,10615.72559,0.492367,4.923667
2, H1.gg1, 02-Nov-2011,52.379433,3.680128,0.371557,52.080296,3.784333,0,0,0.000515,0,10372.8125,0.530469,5.304687
2, H1.gg1, 03-Nov-2011,52.370815,3.320838,0.362937,50.70623,3.421998,0,0,0.000483,0,10099.14063,0.528872,5.288724
2, H1.gg1, 04-Nov-2011,52.363537,3.011674,0.355659,49.549644,3.110981,0,0,0.000453,0,9868.783203,0.531255,5.312547
2, H1.gg1, 05-Nov-2011,52.363644,3.134656,0.355766,49.56654,3.218331,0,0,0.00275,0,9872.148438,0.45379,4.537902
2, H1.gg1, 06-Nov-2011,52.360119,2.901482,0.352243,49.007797,2.976138,0,0,0.000819,0,9760.864258,0.405083,4.050835
2, H1.gg1, 07-Nov-2011,52.356537,2.81139,0.348661,48.44043,2.889022,0,0,0.000756,0,9647.862305,0.425905,4.25905
2, H1.gg1, 08-Nov-2011,52.36665,3.460942,0.358773,50.044064,3.513582,0,0,0.006386,0,9967.257812,0.295061,2.950607
2, H1.gg1, 09-Nov-2011,52.367073,3.282172,0.359195,50.111061,3.338064,0,0,0.001759,0,9980.601562,0.299617,2.996173
2, H1.gg1, 10-Nov-2011,52.374611,3.656404,0.366734,51.310951,3.713164,0,0,0.001574,0,10219.58398,0.296611,2.966114
2, H1.gg1, 11-Nov-2011,52.378082,3.738193,0.370207,51.864815,3.79773,0,0,0.001414,0,10329.89551,0.307192,3.071917
2, H1.gg1, 12-Nov-2011,52.376369,3.656074,0.368492,51.591251,3.718025,0,0,0.001275,0,10275.41016,0.320842,3.208419
2, H1.gg1, 13-Nov-2011,52.38644,4.539032,0.378564,53.200542,4.601029,0,0,0.001153,0,10595.93164,0.311062,3.110623
2, H1.gg1, 14-Nov-2011,52.377453,4.643863,0.369578,51.764549,4.711508,0,0,0.001046,0,10309.92578,0.348279,3.482792
2, H1.gg1, 15-Nov-2011,52.465279,8.735627,0.457399,65.993805,8.772552,0,0,0.010081,0,13143.96094,0.168176,1.681756
2, H1.gg1, 16-Nov-2011,52.408894,5.473552,0.401015,56.809231,5.512926,0,0,0.00269,0,11314.67383,0.189561,1.895605
2, H1.gg1, 17-Nov-2011,52.417416,6.19607,0.409538,58.186733,6.234759,0,0,0.002352,0,11589.0293,0.18119,1.811902
2, H1.gg1, 18-Nov-2011,52.427757,7.052123,0.419882,59.863667,7.090525,0,0,0.00207,0,11923.02344,0.17423,1.742302
2, H1.gg1, 19-Nov-2011,52.438896,7.847977,0.431018,61.675533,7.886347,0,0,0.002196,0,12283.89258,0.169242,1.692419
2, H1.gg1, 20-Nov-2011,52.4417,8.188071,0.433822,62.132885,8.226734,0,0,0.001715,0,12374.98242,0.168218,1.682182
2, H1.gg1, 21-Nov-2011,52.446266,8.562817,0.43839,62.878735,8.601929,0,0,0.001534,0,12523.53418,0.16773,1.677302
2, H1.gg1, 22-Nov-2011,52.46064,10.53134,0.452764,65.232475,10.556591,0,0,0.014731,0,12992.32715,0.132235,1.322354
2, H1.gg1, 23-Nov-2011,52.467087,10.791549,0.459209,66.291283,10.821221,0,0,0.003947,0,13203.20996,0.12625,1.262499
2, H1.gg1, 24-Nov-2011,52.517799,15.566331,0.509925,74.693382,15.591523,0,0,0.003374,0,14876.65332,0.095177,0.951767
2, H1.gg1, 25-Nov-2011,52.496994,14.053746,0.489118,71.23156,14.082009,0,0,0.002919,0,14187.16309,0.110347,1.103469
2, H1.gg1, 26-Nov-2011,52.504585,15.693301,0.496711,72.492561,15.7194,0,0,0.003318,0,14438.31543,0.101268,1.012675
2, H1.gg1, 27-Nov-2011,52.517834,17.279354,0.509958,74.698975,17.30596,0,0,0.002422,0,14877.7666,0.098485,0.98485
2, H1.gg1, 28-Nov-2011,52.702324,32.045185,0.694446,84.650528,32.070133,0,0,0.002136,0,16859.81445,0.081284,0.812842
2, H1.gg1, 29-Nov-2011,52.530735,21.469946,0.522861,76.855766,21.496063,0,0,0.001895,0,15307.33301,0.09313,0.931298
2, H1.gg1, 30-Nov-2011,52.580536,29.786242,0.572657,83.254158,29.814285,0,0,0.001689,0,16581.69922,0.091769,0.917689
2, H1.gg1, 01-Dec-2011,52.557167,24.362425,0.54929,81.296333,24.390442,0,0,0.001513,0,16191.75879,0.093606,0.936059
2, H1.gg1, 02-Dec-2011,52.5462,22.677361,0.538324,79.450104,22.705347,0,0,0.001364,0,15824.04688,0.09543,0.954298
2, H1.gg1, 03-Dec-2011,52.562614,26.642237,0.554734,82.214867,26.673244,0,0,0.001234,0,16374.70313,0.101732,1.017318
2, H1.gg1, 04-Dec-2011,52.659615,34.82061,0.651736,84.188309,34.850498,0,0,0.00112,0,16767.75391,0.095641,0.956414
2, H1.gg1, 05-Dec-2011,52.628212,33.571007,0.620337,83.83049,33.600655,0,0,0.001019,0,16696.48828,0.095136,0.951356
2, H1.gg1, 06-Dec-2011,52.594093,29.181126,0.586219,83.422424,29.211462,0,0,0.000932,0,16615.21289,0.097649,0.976488
